customer_id,churn_probability,actual_churn,risk_decile
4446-BZKHU,0.512,Yes,8
7752-XUSCI,0.512,Yes,8
0581-BXBUB,0.5119,No,8
6311-UEUME,0.5118,Yes,8
1777-JYQPJ,0.5117,No,8
5543-QDCRY,0.5114,No,8
3644-QXEHN,0.5112,No,8
0112-QAWRZ,0.5109,No,8
4184-TJFAN,0.5109,Yes,8
1624-WOIWJ,0.5107,Yes,8
4818-QIUFN,0.5105,Yes,8
4803-AXVYP,0.5105,Yes,8
3916-NRPAP,0.5104,No,8
7714-YXSMB,0.5104,No,8
8949-JTMAY,0.5104,Yes,8
4612-SSVHJ,0.5102,No,8
2100-BDNSN,0.5098,Yes,8
9796-BPKIW,0.509,No,8
0114-PEGZZ,0.5089,No,8
1728-BQDMA,0.5089,No,8
6319-IEJWJ,0.5084,Yes,8
9574-RKJIF,0.5084,Yes,8
0749-IRGQE,0.5079,No,8
1794-HBQTJ,0.5076,Yes,8
8486-AYEQH,0.5074,No,8
5233-AOZUF,0.5074,No,8
7410-YTJIK,0.507,Yes,8
5889-JTMUL,0.507,Yes,8
0848-ZGQIJ,0.5067,No,8
2037-SGXHH,0.5067,Yes,8
2079-FBMZK,0.5059,Yes,8
9172-JITSM,0.5057,Yes,8
8417-FMLZI,0.5057,Yes,8
1942-OQFRW,0.5052,No,8
5522-JBWMO,0.5052,No,8
2903-YYTBW,0.5052,No,8
4587-NUKOX,0.5047,Yes,8
5356-CSVSQ,0.5043,No,8
0674-DGMAQ,0.5042,No,8
1428-GTBJJ,0.5041,Yes,8
8784-CGILN,0.504,Yes,8
9108-EJFJP,0.504,No,8
7404-JLKQG,0.5036,No,8
0139-IVFJG,0.5033,No,8
6651-AZVTJ,0.5033,Yes,8
0637-YLETY,0.503,Yes,8
2956-GGUCQ,0.503,Yes,8
5183-SNMJQ,0.5024,No,8
8714-EUHJO,0.5024,Yes,8
4998-IKFSE,0.5024,No,8
8167-GJLRN,0.5022,No,8
3703-KBKZP,0.502,No,8
1541-ETJZO,0.502,Yes,8
1522-VVDMG,0.5019,Yes,8
5019-GQVCR,0.5018,No,8
7586-ZATGZ,0.5012,No,8
5989-PGKJB,0.5012,No,8
3884-HCSWG,0.5011,Yes,8
1597-FZREH,0.5009,Yes,8
9992-UJOEL,0.5008,No,8
2800-QQUSO,0.5007,No,8
2344-JMOGN,0.5002,Yes,8
8610-WFCJF,0.5001,Yes,8
6542-LWGXJ,0.5001,No,8
2187-PKZAY,0.5,No,8
8128-YVJRG,0.4999,Yes,8
0378-NHQXU,0.4998,Yes,8
5233-GEEAX,0.4998,Yes,8
5959-BELXA,0.4997,Yes,8
0147-ESWWR,0.4992,No,8
4959-JOSRX,0.4989,Yes,8
7587-RZNME,0.4987,Yes,8
6522-YRBXD,0.4986,No,8
8433-WXGNA,0.4986,Yes,8
3336-JORSO,0.4979,Yes,8
3956-MGXOG,0.4973,No,8
9093-FPDLG,0.4972,No,8
1251-KRREG,0.4972,Yes,8
5281-BUZGT,0.4964,Yes,8
9601-BRXPO,0.496,Yes,8
2347-WKKAE,0.4952,No,8
1536-HBSWP,0.4949,No,8
2507-QZPQS,0.4949,No,8
5480-TBGPH,0.4943,Yes,8
9661-MHUMO,0.4942,Yes,8
6022-UGGSO,0.4939,Yes,8
8778-LMWTJ,0.4939,No,8
8990-ZXLSU,0.4938,No,8
3627-FCRDW,0.4938,Yes,8
4137-BTIKL,0.4937,No,8
1482-OXZSY,0.4936,No,8
7851-FLGGQ,0.4934,Yes,8
9355-NPPFS,0.4923,No,8
5373-SFODM,0.4923,Yes,8
1226-IENZN,0.4917,No,8
3237-AJGEH,0.4916,Yes,8
7270-BDIOA,0.4914,Yes,8
1230-QAJDW,0.4908,No,8
5129-JLPIS,0.4906,No,8
0899-LIIBW,0.4903,No,8
5449-FIBXJ,0.4901,Yes,8
4671-LXRDQ,0.4898,Yes,8
0958-YHXGP,0.4894,No,8
8914-RBTSB,0.4892,Yes,8
3914-FDRHP,0.489,No,8
2832-KJCRD,0.489,No,8
7318-EIVKO,0.4888,No,8
6905-NIQIN,0.4888,Yes,8
9940-HPQPG,0.4887,Yes,8
0093-XWZFY,0.4883,Yes,8
2070-FNEXE,0.4879,Yes,8
2916-BQZLN,0.4865,No,8
3536-IQCTX,0.4858,Yes,8
9822-WMWVG,0.4848,No,8
2504-DSHIH,0.4846,No,8
5914-DVBWJ,0.4845,Yes,8
0623-IIHUG,0.4837,Yes,8
5144-TVGLP,0.4836,No,8
0570-BFQHT,0.4836,No,8
0537-QYZZN,0.4832,No,8
6591-QGOYB,0.4832,No,8
7924-GJZFI,0.483,No,8
8012-SOUDQ,0.4826,No,8
0224-HJAPT,0.4824,Yes,8
2718-GAXQD,0.482,Yes,8
9053-EJUNL,0.482,No,8
0946-CLJTI,0.482,Yes,8
1902-XBTFB,0.482,Yes,8
7901-TBKJX,0.482,No,8
2853-CWQFQ,0.4819,No,8
0374-AACSZ,0.4818,No,8
7056-IMHCC,0.4814,Yes,8
6646-VRFOL,0.4814,Yes,8
5899-OUVKV,0.4807,No,8
9529-OFXHY,0.4807,No,8
2189-WWOEW,0.4806,Yes,8
7825-ECJRF,0.4801,Yes,8
4546-FOKWR,0.48,No,8
8802-UNOJF,0.4799,Yes,8
2860-RANUS,0.4797,Yes,8
6637-KYRCV,0.4795,No,8
2528-HFYZX,0.4791,Yes,8
2833-SLKDQ,0.479,Yes,8
9244-ZVAPM,0.479,No,8
7593-XFKDI,0.479,Yes,8
3677-TNKIO,0.4788,Yes,8
6467-CHFZW,0.4786,Yes,8
3352-ALMCK,0.4785,No,8
1816-FLZDK,0.4777,No,8
7018-WBJNK,0.4776,No,8
2884-GBPFB,0.4776,Yes,8
0601-WZHJF,0.4775,Yes,8
3799-ISUZQ,0.4775,Yes,8
6032-KRXXO,0.4774,Yes,8
3130-ICDUP,0.4773,No,8
8614-VGMMV,0.4771,Yes,8
0430-IHCDJ,0.4771,No,8
9600-UDOPK,0.477,Yes,8
6030-REHUX,0.4768,No,8
5982-FPVQN,0.4763,No,8
5651-YLPRD,0.476,No,8
1013-QCWAM,0.4753,No,8
5813-UECBU,0.4753,Yes,8
0324-BRPCJ,0.4753,Yes,8
9524-EGPJC,0.4748,Yes,8
4536-PLEQY,0.4746,No,8
5022-JNQEQ,0.4745,No,8
4128-ETESU,0.4745,No,8
3312-UUMZW,0.4745,No,8
3398-ZOUAA,0.4743,Yes,8
3545-CNWRG,0.4739,No,8
6994-KERXL,0.4739,No,8
8818-XYFCQ,0.4737,Yes,8
8178-EYZUO,0.4737,Yes,8
2842-JTCCU,0.4735,Yes,8
0650-BWOZN,0.4733,No,8
0439-IFYUN,0.4733,No,8
1550-EENBN,0.473,No,8
4971-PUYQO,0.473,Yes,8
2637-FKFSY,0.4728,No,8
0376-YMCJC,0.4726,Yes,8
1035-IPQPU,0.4725,No,8
9779-DPNEJ,0.4725,No,8
2378-VTKDH,0.4725,No,8
5673-TIYIB,0.4724,Yes,8
5207-PLSTK,0.4722,No,8
0322-YINQP,0.4722,Yes,8
3671-SHRSP,0.4722,Yes,8
0354-WYROK,0.4717,Yes,8
1142-WACZW,0.4716,Yes,8
1421-HCERK,0.4712,No,8
7207-RMRDB,0.4711,Yes,8
3703-VAVCL,0.4711,Yes,8
7579-OOPEC,0.471,Yes,8
5439-WIKXB,0.471,No,8
6198-RTPMF,0.471,No,8
0319-QZTCO,0.4707,No,8
5028-GZLDO,0.4707,Yes,8
4062-HBMOS,0.4702,No,8
0895-DQHEW,0.4702,Yes,8
4484-GLZOU,0.4702,Yes,8
2372-HWUHI,0.4697,Yes,8
6982-UQZLY,0.4696,Yes,8
4430-UZIPO,0.4694,Yes,8
0141-YEAYS,0.4693,No,8
3597-MVHJT,0.4693,No,8
5857-TYBCJ,0.4691,No,8
0315-LVCRK,0.469,No,8
1724-IQWNM,0.4684,No,8
5981-ITEMU,0.4679,Yes,8
5600-KTXFM,0.4679,No,8
3717-OEAUQ,0.4679,No,8
8286-AFUYI,0.4677,No,8
1264-BYWMS,0.4676,Yes,8
3269-ATYWD,0.4674,Yes,8
3082-VQXNH,0.4673,No,8
1228-FZFRV,0.4672,Yes,8
6458-CYIDZ,0.4669,No,8
6145-NNPNO,0.4666,No,8
7422-WNBTY,0.4664,No,8
6845-RGTYS,0.4664,Yes,8
6377-WHAOX,0.4663,No,8
5999-LCXAO,0.4661,No,8
2495-KZNFB,0.4661,No,8
7641-EUYET,0.4657,Yes,8
1469-LBJQJ,0.4657,No,8
6583-QGCSI,0.4655,Yes,8
1346-UFHAX,0.4655,No,8
4391-RESHN,0.4654,Yes,8
3002-WQZWT,0.4653,No,8
2675-DHUTR,0.465,No,8
7675-OZCZG,0.4648,Yes,8
5916-QEWPT,0.4644,No,8
5569-OUICF,0.464,Yes,8
7852-LECYP,0.4639,No,8
5842-POCOP,0.4637,Yes,8
3096-JRDSO,0.4636,Yes,8
9537-VHDTA,0.4635,No,8
4553-DVPZG,0.4635,No,8
4760-THGOT,0.4633,No,8
4658-HCOHW,0.4631,Yes,8
6243-OZGFH,0.463,No,8
3500-RMZLT,0.463,Yes,8
1343-EHPYB,0.4629,Yes,8
8785-CJSHH,0.4629,No,8
7233-DRTRF,0.4629,No,8
9824-BEMCV,0.4629,Yes,8
5307-DZCVC,0.4625,Yes,8
9369-XFEHK,0.4625,Yes,8
3137-LUPIX,0.4624,No,8
0778-NELLA,0.4623,Yes,8
4183-MYFRB,0.462,No,8
6719-OXYBR,0.462,No,8
6034-YMTOB,0.4614,No,8
0921-OHLVP,0.4614,No,8
9269-CQOOL,0.4613,Yes,8
1608-GMEWB,0.4613,No,8
0402-CQAJN,0.4612,Yes,8
6259-WJQLC,0.461,No,8
9526-BIHHD,0.4609,Yes,8
3415-TAILE,0.4609,Yes,8
9898-KZQDZ,0.4608,Yes,8
0256-LTHVJ,0.4607,Yes,8
4667-OHGKG,0.4604,Yes,8
3235-ETOOB,0.46,Yes,8
9365-SRSZE,0.4596,No,8
4154-AQUGT,0.4595,Yes,8
2683-BPJSO,0.4595,Yes,8
5108-ADXWO,0.4594,Yes,8
7979-CORPM,0.4593,Yes,8
7853-OETYL,0.4593,No,8
2719-BDAQO,0.4593,Yes,8
0585-EGDDA,0.459,No,8
2141-RRYGO,0.4588,Yes,8
2311-QYMUQ,0.4587,Yes,8
3211-AAPKX,0.4587,No,8
1092-GANHU,0.4586,Yes,8
5153-RTHKF,0.4582,No,8
6175-IRFIT,0.458,No,8
0415-MOSGF,0.4579,Yes,8
3085-QUOZK,0.4579,Yes,8
7240-FQLHE,0.4579,Yes,8
2672-OJQZP,0.4579,No,8
2277-VWCNI,0.4577,No,8
8519-QJGJD,0.4574,Yes,8
0947-MUGVO,0.4573,Yes,8
7176-WIONM,0.4573,No,8
4704-ERYFC,0.4571,Yes,8
1769-GRUIK,0.4571,No,8
7855-DIWPO,0.4571,No,8
8630-FJLIB,0.4571,No,8
6022-KOUQO,0.4566,No,8
9708-HPXWZ,0.4565,No,8
2921-XWDJH,0.4562,No,8
9961-JBNMK,0.4553,Yes,8
8800-ZKRFW,0.4547,No,8
2739-CACDQ,0.4545,No,8
8584-KMVXD,0.4543,No,8
2692-BUCFV,0.4543,No,8
0212-ISBBF,0.4535,No,8
0221-WMXNQ,0.4535,No,8
1471-GIQKQ,0.4527,No,8
3866-MDTUB,0.4527,Yes,8
7562-UXTPG,0.4526,No,8
5385-SUIRI,0.4526,Yes,8
3167-SNQPL,0.4524,No,8
3481-JHUZH,0.4521,No,8
4948-WBBKL,0.4517,No,8
9286-DOJGF,0.4517,Yes,8
5502-RLUYV,0.4515,Yes,8
9620-ENEJV,0.4515,No,8
2519-FAKOD,0.4514,Yes,8
1226-UDFZR,0.4513,Yes,8
8019-ENHXU,0.4513,Yes,8
4647-MUZON,0.4509,No,8
7895-VONWT,0.4507,No,8
3005-NFMTA,0.4507,Yes,8
9432-VOFYX,0.4507,No,8
2672-TGEFF,0.45,No,8
3003-CMDUU,0.4499,No,8
4741-WWJQZ,0.4499,No,8
3096-IZETN,0.4498,Yes,8
1928-BXYIV,0.4497,No,8
1335-NTIUC,0.4492,No,8
5666-CYCYZ,0.4491,No,8
9508-ILZDG,0.4489,No,8
4581-LNWUM,0.4489,No,8
5760-FXFVO,0.4483,No,8
6537-QLGEX,0.448,No,8
8749-JMNKX,0.4479,Yes,8
3771-PZOBW,0.4475,No,8
9540-JYROE,0.4472,Yes,8
1101-SSWAG,0.4472,No,8
9492-TOKRI,0.4472,Yes,8
1582-RAFML,0.4471,Yes,8
1670-SVOWZ,0.4469,Yes,8
7129-ACFOG,0.4467,No,8
4116-TZAQJ,0.4465,Yes,8
8490-BXHEO,0.4464,No,8
4902-OHLSK,0.4463,Yes,8
8645-KWHJO,0.4463,No,8
4176-FXYBO,0.4462,No,8
9450-TRJUU,0.4461,No,8
8123-QBNAZ,0.4461,No,8
0320-JDNQG,0.446,Yes,8
2840-XANRC,0.4457,Yes,8
2587-EKXTS,0.4457,No,8
7978-DKUQH,0.4454,No,8
8601-QACRS,0.4454,Yes,8
4550-VBOFE,0.4454,Yes,8
7296-PIXQY,0.4454,No,8
8066-POXGX,0.4453,Yes,8
2108-XWMPY,0.4451,Yes,8
2761-XECQW,0.4449,No,8
6917-IAYHD,0.4445,No,8
5035-BVCXS,0.4445,No,8
2697-NQBPF,0.4445,No,8
2974-GGUXS,0.4442,No,8
5208-HFSBT,0.4439,Yes,8
9667-TKTVZ,0.4435,No,8
6331-LWDTQ,0.4431,Yes,8
7682-AZNDK,0.443,No,8
3714-NTNFO,0.4417,No,8
6559-PDZLR,0.4416,No,8
3071-VBYPO,0.4415,No,8
9408-HRXRK,0.4414,No,8
9505-SQFSW,0.4413,No,8
5510-BOIUJ,0.4409,Yes,8
1965-DDBWU,0.4408,Yes,8
1271-SJBGZ,0.4407,Yes,8
7892-QVYKW,0.4404,No,8
8378-LKJAF,0.4401,No,8
9167-APMXZ,0.4401,No,8
0581-MDMPW,0.4401,No,8
9398-MMQTO,0.4398,No,8
8468-EHYJA,0.4395,No,8
8676-OOQEJ,0.439,No,8
4652-NNHNY,0.4389,Yes,8
3540-RZJYU,0.4387,Yes,8
1384-RCUXW,0.4386,No,8
5498-TXHLF,0.4386,Yes,8
8654-DHAOW,0.4384,No,8
0475-RIJEP,0.4384,Yes,8
3524-WQDSG,0.438,No,8
8535-SFUTN,0.4376,No,8
0407-BDJKB,0.4372,Yes,8
8544-GOQSH,0.4371,No,8
6581-NQCBA,0.4371,Yes,8
6017-PPLPX,0.4369,Yes,8
4547-LYTDD,0.4356,Yes,8
1319-YLZJG,0.4355,No,8
9971-ZWPBF,0.4353,No,8
1472-TNCWL,0.4349,No,8
9732-KPKBW,0.4348,Yes,8
3062-ICYZQ,0.4345,No,8
6235-VDHOM,0.4341,Yes,8
3755-JBMNH,0.4341,Yes,8
5339-TJFEK,0.434,No,8
6988-CJEYV,0.434,No,8
0786-VSSUD,0.434,Yes,8
2786-GCDPI,0.4339,No,8
4828-FAZPK,0.4337,No,8
3370-GQEAL,0.4335,No,8
8059-UDZFY,0.4335,No,8
3577-AMVUX,0.4333,No,8
9564-KCLHR,0.4333,Yes,8
6413-XKKPU,0.4332,Yes,8
2696-NARTR,0.433,Yes,8
9048-JVYVF,0.4328,Yes,8
5175-AOBHI,0.4327,Yes,8
8229-TNIQA,0.4327,Yes,8
3445-HXXGF,0.4327,Yes,8
9190-MFJLN,0.4321,Yes,8
4013-TLDHQ,0.432,Yes,8
2501-XWWTZ,0.4314,No,8
8623-TMRBY,0.4313,Yes,8
2523-EWWZL,0.4313,No,8
3969-GYXEL,0.4312,No,8
8565-CLBZW,0.4307,Yes,8
3312-ZWLGF,0.4305,No,8
8543-MSDMF,0.4299,No,8
7718-RXDGG,0.4297,No,8
8885-QSQBX,0.4295,No,8
1548-FEHVL,0.4293,No,8
2360-RDGRO,0.4292,No,8
5055-MGMGF,0.4292,No,8
5226-NOZFC,0.4291,No,8
1894-IGFSG,0.4284,Yes,8
0374-IOEGQ,0.4284,No,8
5828-AVIPD,0.4284,Yes,8
9389-ACWBI,0.4281,No,8
5609-IMCGG,0.428,No,8
5119-KEPFY,0.4278,No,8
1391-UBDAR,0.4272,No,8
4013-UBXWQ,0.4272,Yes,8
7246-ZGQDF,0.4271,No,8
9281-OFDMF,0.4269,No,8
8384-FZBJK,0.4268,No,8
2971-SGAFL,0.4263,No,8
9927-DSWDF,0.4261,No,8
3197-ARFOY,0.426,No,8
1307-ATKGB,0.425,No,8
2043-WVTQJ,0.4247,No,8
8695-WDYEA,0.4247,No,8
2947-DOMLJ,0.4247,Yes,8
3196-NVXLZ,0.4234,No,8
8718-PTMEZ,0.4232,Yes,8
5215-LNLDJ,0.4226,No,8
1236-WFCDV,0.4226,Yes,8
0310-MVLET,0.4225,Yes,8
3669-OYSJI,0.4224,Yes,8
6923-EFPNL,0.4222,Yes,8
0265-PSUAE,0.422,No,8
5016-IBERQ,0.4216,No,8
7901-HXJVA,0.4215,No,8
0975-VOOVL,0.421,No,8
0133-BMFZO,0.4206,Yes,8
1754-GKYPY,0.4203,No,8
1310-QRITU,0.4198,No,8
9904-EHEVJ,0.4198,No,8
1212-GLHMD,0.4197,No,8
6982-SSHFK,0.4192,Yes,8
5858-EAFCZ,0.4192,No,8
4146-SVFUD,0.4192,No,8
7181-OQCUT,0.4183,No,8
6416-YJTTB,0.4183,No,8
8685-WHQPW,0.4179,Yes,8
5461-QKNTN,0.4171,No,8
7562-GSUHK,0.4171,Yes,8
9278-VZKCD,0.4168,No,8
4223-WOZCM,0.4163,No,8
3768-NLUBH,0.416,Yes,8
9944-AEXBM,0.4157,No,8
1452-KIOVK,0.415,No,8
3331-HQDTW,0.4149,Yes,8
2479-BRAMR,0.4149,Yes,8
5141-ZUVBH,0.4142,No,8
7774-OJSXI,0.414,Yes,8
4523-WXCEF,0.414,Yes,8
8212-DJRCH,0.413,No,8
9722-UJOJR,0.4124,Yes,8
9518-XXBXE,0.4122,No,8
2038-LLMLM,0.4119,No,8
0486-HECZI,0.4118,Yes,8
3665-JATSN,0.4118,No,8
4208-UFFGW,0.4116,Yes,8
2873-ZLIWT,0.4115,Yes,8
4255-DDUOU,0.4109,Yes,8
5122-CYFXA,0.4108,No,8
9576-SYUHJ,0.4106,No,8
4840-ORQXB,0.4105,No,8
1216-JWVUX,0.4105,No,8
4947-DSMXK,0.4103,No,8
1552-AAGRX,0.4101,No,8
6770-XUAGN,0.4101,Yes,8
9003-CPATH,0.4099,No,8
6599-SFQVE,0.4094,No,8
9866-QEVEE,0.4093,Yes,8
9050-QLROH,0.4093,Yes,8
7599-FKVXZ,0.4092,Yes,8
5485-WUYWF,0.4091,Yes,8
8160-HOWOX,0.4089,No,8
4248-QPAVC,0.4085,Yes,8
1302-UHBDD,0.4081,No,8
0093-EXYQL,0.4079,No,8
1895-QTKDO,0.4074,No,8
5419-KLXBN,0.4073,Yes,8
6172-FECYY,0.407,Yes,8
5649-RXQTV,0.4068,No,8
0823-HSCDJ,0.4068,Yes,8
7410-OIEDU,0.4066,No,8
0060-FUALY,0.4062,No,8
8993-IZEUX,0.4062,No,8
3174-RKMOW,0.4061,No,8
2070-XYMFH,0.4059,No,8
0177-PXBAT,0.4058,No,8
3132-TVFDZ,0.4056,Yes,8
4690-LLKUA,0.4053,Yes,8
1444-VVSGW,0.4044,Yes,8
0052-DCKON,0.4044,No,8
7312-XSBAT,0.4042,No,8
4257-GAESD,0.404,No,8
7814-LEEVE,0.4038,No,8
2955-PSXOE,0.4038,Yes,8
4911-BANWH,0.4038,Yes,8
2187-LZGPL,0.4035,Yes,8
0682-USIXD,0.4032,No,8
7839-QRKXN,0.4031,Yes,8
2876-VBBBL,0.4031,Yes,8
8073-IJDCM,0.4031,Yes,8
2480-JZOSN,0.4031,No,8
4897-QSUYC,0.4031,Yes,8
0670-KDOMA,0.4031,No,8
4634-JLRJT,0.4031,No,8
5766-ZJYBB,0.4026,Yes,8
9090-SGQXL,0.4023,Yes,8
6741-EGCBI,0.4022,No,8
7993-PYKOF,0.4021,Yes,8
1501-SGHBW,0.4021,Yes,8
3987-KQDDU,0.4021,No,8
2227-JRSJX,0.4019,No,8
9835-ZIITK,0.4012,Yes,8
3208-YPIOE,0.4011,Yes,8
3446-QDSZF,0.4008,No,8
5301-GAUUY,0.4004,Yes,8
4818-DRBQT,0.4004,Yes,8
6652-YFFJO,0.4003,No,8
6365-MTGZX,0.4002,Yes,8
5392-AKEMH,0.3999,No,8
0397-GZBBC,0.3998,Yes,8
8988-ECPJR,0.3998,Yes,8
4583-PARNH,0.3996,No,8
9714-EDSUC,0.3991,No,8
9667-EQRXU,0.399,Yes,8
7627-JKIAZ,0.3989,Yes,8
1984-FCOWB,0.3989,Yes,8
3806-DXQOM,0.3987,Yes,8
6180-YBIQI,0.3983,No,8
7967-HYCDE,0.3982,No,8
9381-NDKME,0.3978,Yes,8
2659-VXMWZ,0.3977,Yes,8
3647-GMGDH,0.3975,Yes,8
0927-LCSMG,0.3975,Yes,8
9174-FKWZE,0.3973,Yes,8
2811-POVEX,0.397,No,8
7503-QQRVF,0.397,Yes,8
4238-JSSWH,0.397,No,8
8806-EAGWC,0.3968,Yes,8
1767-TGTKO,0.3964,No,8
7268-IGMFD,0.3964,No,8
5998-VVEJY,0.3961,Yes,8
2309-OSFEU,0.3961,Yes,8
9168-INPSZ,0.3958,No,8
3351-NGXYI,0.3954,No,8
1260-TTRXI,0.3944,Yes,8
5453-AXEPF,0.3941,No,8
5143-EGQFK,0.3939,Yes,8
8840-DQLGN,0.3939,Yes,8
1580-BMCMR,0.3937,No,8
4680-KUTAJ,0.3934,No,8
9552-TGUZV,0.3934,No,8
0082-OQIQY,0.3933,No,8
8313-KTIHG,0.393,No,8
4503-BDXBD,0.393,Yes,8
9462-MJUAW,0.3929,Yes,8
1095-JUDTC,0.3929,Yes,8
9445-SZLCH,0.3925,Yes,8
6599-RCLCJ,0.3924,Yes,8
6646-JPPHA,0.3924,No,8
8189-XRIKE,0.3923,No,8
3923-CSIHK,0.3921,Yes,8
4307-KTUMW,0.3919,Yes,8
5294-DMSFH,0.3915,No,8
6078-VESFR,0.3915,No,8
4558-FANTW,0.3907,Yes,8
4625-EWPTF,0.3904,Yes,8
8631-WUXGY,0.3902,No,8
3737-XBQDD,0.39,No,8
4879-GZLFH,0.39,No,8
4007-NHVHI,0.3898,No,8
5626-MGTUK,0.3895,No,8
4781-ZXYGU,0.3895,No,8
3234-VKACU,0.3894,No,8
0311-UNPFF,0.3892,Yes,8
2675-OTVVJ,0.3891,No,8
2657-ALMWY,0.3883,Yes,8
3688-FTHLT,0.388,No,8
1261-FWTTE,0.3872,No,8
9921-EZKBY,0.3872,No,8
2122-YWVYA,0.387,No,8
7739-LAXOG,0.3869,Yes,8
5002-GCQFH,0.3868,No,8
6987-XQSJT,0.3864,Yes,8
7483-IQWIB,0.3863,No,8
6284-AHOOQ,0.3861,Yes,8
5156-UMKOW,0.3859,No,8
0410-IPFTY,0.3859,No,8
7813-ZGGAW,0.3859,No,8
7623-TRNQN,0.3856,Yes,8
0111-KLBQG,0.3855,No,8
4282-ACRXS,0.3854,No,8
8824-RWFXJ,0.3852,Yes,8
1307-TVUFB,0.3847,No,8
9026-RNUJS,0.3846,Yes,8
7547-EKNFS,0.3845,Yes,8
3161-GETRM,0.3844,No,8
2955-BJZHG,0.384,Yes,8
9112-WSNPU,0.384,No,8
9693-XMUOB,0.3839,No,8
6961-VCPMC,0.3835,Yes,8
7501-VTYLJ,0.3834,No,8
2208-UGTGR,0.3834,No,8
5716-LIBJC,0.3833,No,8
9819-FBNSV,0.3832,No,8
6394-MFYNG,0.383,Yes,8
2712-SYWAY,0.3829,No,8
6402-EJMWF,0.3828,No,8
0611-DFXKO,0.3827,Yes,8
8212-CRQXP,0.3826,No,8
0634-SZPQA,0.3824,Yes,8
2604-IJPDU,0.3823,No,8
8805-JNRAZ,0.382,No,8
3466-RITXD,0.3818,No,8
7730-IUTDZ,0.3816,Yes,8
4918-QLLIW,0.3816,Yes,8
7587-AOVVU,0.3814,No,8
7517-SAWMO,0.3814,Yes,8
0531-ZZJWQ,0.3813,No,8
5389-FFVKB,0.3813,Yes,8
1240-KNSEZ,0.3812,Yes,8
1000-AJSLD,0.3812,Yes,8
0730-KOAVE,0.3809,No,8
1481-ZUWZA,0.3809,Yes,8
2640-PMGFL,0.3807,Yes,8
4718-DHSMV,0.3802,No,8
0428-IKYCP,0.3801,No,8
5536-RTPWK,0.3798,Yes,8
0280-XJGEX,0.3798,Yes,8
2606-RMDHZ,0.3798,Yes,8
8640-SDGKB,0.3798,Yes,8
7881-INRLC,0.3798,Yes,8
5404-GGUKR,0.3797,No,8
9470-XCCEM,0.3796,No,8
9948-YPTDG,0.3794,Yes,8
2565-JSLRY,0.3791,Yes,8
7549-MYGPK,0.3789,Yes,8
3955-JBZZM,0.3789,No,8
5295-PCJOO,0.3786,Yes,8
0867-MKZVY,0.378,Yes,8
8450-UYIBU,0.3777,No,7
4588-YBNIB,0.3777,Yes,7
0533-BNWKF,0.3775,Yes,7
0963-ZBDRN,0.377,Yes,7
2842-BCQGE,0.377,No,7
9776-CLUJA,0.3769,Yes,7
0666-UXTJO,0.3768,No,7
4361-BKAXE,0.3764,Yes,7
6557-BZXLQ,0.3762,No,7
5433-KYGHE,0.3758,No,7
7126-RBHSD,0.3757,No,7
3853-LYGAM,0.3756,No,7
4797-AXPXK,0.3755,Yes,7
0708-LGSMF,0.3753,No,7
0577-WHMEV,0.3749,No,7
2273-QCKXA,0.3748,No,7
6481-ESCNL,0.3747,No,7
1891-FZYSA,0.3747,Yes,7
4360-PNRQB,0.3746,No,7
5302-BDJNT,0.374,No,7
6817-WTYHE,0.3739,No,7
0363-QJVFX,0.3738,Yes,7
3323-CPBWR,0.3738,No,7
7632-MNYOY,0.3738,Yes,7
2874-YXVVA,0.3735,No,7
0504-HHAPI,0.3734,Yes,7
5895-QSXOD,0.3732,No,7
2692-PFYTJ,0.3729,No,7
0089-IIQKO,0.372,No,7
7853-GVUDZ,0.3717,Yes,7
3503-TYDAY,0.3716,No,7
5533-NHFRF,0.3712,No,7
7529-ZDFXI,0.3711,No,7
8058-DMYRU,0.3711,No,7
4989-LIXVT,0.3711,No,7
4248-HCETZ,0.371,Yes,7
0637-UBJRP,0.3709,Yes,7
8199-ZLLSA,0.3709,Yes,7
0015-UOCOJ,0.3704,No,7
8757-TFHHJ,0.3704,No,7
9206-GVPEQ,0.3696,Yes,7
5371-VYLSX,0.3692,No,7
9629-NHXFW,0.3691,No,7
5590-YRFJT,0.369,Yes,7
6633-MPWBS,0.3687,Yes,7
0178-SZBHO,0.3686,No,7
8149-AIQCG,0.3684,No,7
1728-CXQBE,0.3684,No,7
0621-TWIEM,0.3683,Yes,7
9578-VRMNM,0.3682,Yes,7
2720-FVBQP,0.3682,No,7
3325-FUYCG,0.3681,Yes,7
8155-IBNHG,0.3676,Yes,7
7957-RYHQD,0.3676,Yes,7
1785-BPHTP,0.3671,No,7
6313-GIDIT,0.3669,Yes,7
7733-UDMTP,0.3669,No,7
6173-GOLSU,0.3665,No,7
2823-LKABH,0.3663,No,7
7460-ITWWP,0.3662,No,7
1635-FJFCC,0.366,No,7
8327-LZKAS,0.3658,Yes,7
4109-CYRBD,0.3657,No,7
1910-FMXJM,0.365,No,7
2040-VZIKE,0.3649,No,7
2322-VCZHZ,0.3649,No,7
2911-WDXMV,0.3648,No,7
8456-QDAVC,0.3646,No,7
1862-SKORY,0.3644,Yes,7
0277-BKSQP,0.3643,No,7
3058-WQDRE,0.3634,No,7
1818-ESQMW,0.3634,No,7
0869-PAPRP,0.3629,No,7
