customerID,churn_probability,actual_churn,risk_decile
5022-KVDQT,0.5087,No,8
7389-KBFIT,0.5081,No,8
0112-QAWRZ,0.5079,No,8
4846-WHAFZ,0.5073,Yes,8
8696-JKZNU,0.5073,Yes,8
5759-RCVCB,0.5071,Yes,8
2474-BRUCM,0.5069,Yes,8
1777-JYQPJ,0.5061,No,8
0623-IIHUG,0.5058,Yes,8
4873-ILOLJ,0.5053,Yes,8
4818-QIUFN,0.5052,Yes,8
5281-BUZGT,0.5052,Yes,8
1942-OQFRW,0.5051,No,8
7599-FKVXZ,0.5049,Yes,8
7054-LGEQW,0.5045,Yes,8
9208-OLGAQ,0.5041,No,8
2207-NHRJK,0.504,Yes,8
4484-CGXFK,0.5039,Yes,8
9824-BEMCV,0.5037,Yes,8
7729-JTEEC,0.5034,No,8
0848-ZGQIJ,0.503,No,8
1262-OPMFY,0.503,Yes,8
6778-YSNIH,0.5027,No,8
3130-ICDUP,0.5027,No,8
2603-HVKCG,0.5025,No,8
5896-NPFWW,0.5019,Yes,8
6145-NNPNO,0.5017,No,8
3269-ATYWD,0.5016,Yes,8
4647-MUZON,0.5015,No,8
7233-DRTRF,0.5014,No,8
2956-GGUCQ,0.5014,Yes,8
0107-WESLM,0.5013,Yes,8
8938-UMKPI,0.5012,Yes,8
8981-FJGLA,0.501,No,8
7379-FNIUJ,0.501,No,8
9420-LOJKX,0.5009,Yes,8
8778-LMWTJ,0.5007,No,8
0320-JDNQG,0.5006,Yes,8
4030-VPZBD,0.5004,Yes,8
3315-TOTBP,0.5003,Yes,8
5351-QESIO,0.5002,No,8
7754-IXRMC,0.5001,No,8
6582-OIVSP,0.5001,No,8
7252-NTGSS,0.5001,No,8
2187-PKZAY,0.5,No,8
9283-LZQOH,0.4996,Yes,8
9093-FPDLG,0.4993,No,8
0354-WYROK,0.4991,Yes,8
6599-RCLCJ,0.499,Yes,8
1013-QCWAM,0.4987,No,8
0324-BRPCJ,0.4987,Yes,8
4546-FOKWR,0.4972,No,8
2916-BQZLN,0.4972,No,8
1320-REHCS,0.4969,No,8
8802-UNOJF,0.4968,Yes,8
0322-CHQRU,0.4967,Yes,8
7603-USHJS,0.4964,Yes,8
3768-NLUBH,0.4964,Yes,8
7318-EIVKO,0.4962,No,8
9631-XEYKE,0.4959,No,8
4553-DVPZG,0.4957,No,8
3235-ETOOB,0.4936,Yes,8
8610-WFCJF,0.4931,Yes,8
5442-XSDCW,0.4928,Yes,8
9129-UXERG,0.4927,No,8
3946-MHCZW,0.4923,Yes,8
6467-CHFZW,0.4923,Yes,8
8837-VVWLQ,0.4921,Yes,8
6235-VDHOM,0.492,Yes,8
6319-IEJWJ,0.4919,Yes,8
9540-JYROE,0.4919,Yes,8
9620-ENEJV,0.4917,No,8
0224-HJAPT,0.4912,Yes,8
6551-GNYDG,0.4907,No,8
3536-IQCTX,0.4906,Yes,8
4671-LXRDQ,0.4896,Yes,8
5271-DBYSJ,0.4895,No,8
8708-XPXHZ,0.4894,Yes,8
8819-IMISP,0.4892,No,8
5650-YLIBA,0.4892,No,8
1471-GIQKQ,0.4888,No,8
4065-JJAVA,0.4888,No,8
3096-JRDSO,0.4885,Yes,8
1226-UDFZR,0.4884,Yes,8
6088-BXMRG,0.488,No,8
7422-WNBTY,0.4877,No,8
2860-RANUS,0.4875,Yes,8
7586-ZATGZ,0.4868,No,8
8286-AFUYI,0.4864,No,8
5673-TIYIB,0.4863,Yes,8
9244-ZVAPM,0.4861,No,8
7593-XFKDI,0.4861,Yes,8
9992-UJOEL,0.486,No,8
4727-MCYZG,0.4857,No,8
1932-UEDCX,0.4857,No,8
0899-LIIBW,0.4854,No,8
7284-BUYEC,0.4853,No,8
6906-ANDWJ,0.4852,Yes,8
0963-ZBDRN,0.4846,Yes,8
0623-GDISB,0.4845,No,8
5130-IEKQT,0.4844,Yes,8
4183-MYFRB,0.484,No,8
0133-BMFZO,0.4836,Yes,8
3597-MVHJT,0.4835,No,8
2091-RFFBA,0.4834,Yes,8
1319-YLZJG,0.4832,No,8
0378-NHQXU,0.4828,Yes,8
2320-JRSDE,0.4827,Yes,8
9465-RWMXL,0.4827,Yes,8
2249-YPRNG,0.4823,Yes,8
7579-OOPEC,0.4819,Yes,8
1891-FZYSA,0.4817,Yes,8
9274-UARKJ,0.4814,No,8
4154-AQUGT,0.4811,Yes,8
9708-HPXWZ,0.4811,No,8
9821-POOTN,0.4811,Yes,8
5233-AOZUF,0.4809,No,8
9053-EJUNL,0.4808,No,8
7018-WBJNK,0.48,No,8
6032-KRXXO,0.4799,Yes,8
8714-EUHJO,0.4797,Yes,8
0207-MDKNV,0.4795,Yes,8
5226-NOZFC,0.4789,No,8
7752-XUSCI,0.4789,Yes,8
6377-WHAOX,0.4789,No,8
5899-OUVKV,0.4788,No,8
5449-FIBXJ,0.4787,Yes,8
8404-GFGCZ,0.4785,No,8
5522-JBWMO,0.4782,No,8
3798-EPWRR,0.4781,No,8
5103-MHMHY,0.4776,Yes,8
6365-MTGZX,0.4776,Yes,8
1335-NTIUC,0.4775,No,8
5022-JNQEQ,0.4772,No,8
3005-NFMTA,0.4771,Yes,8
9432-VOFYX,0.4764,No,8
6311-UEUME,0.4764,Yes,8
5669-SRAIP,0.4761,Yes,8
2637-FKFSY,0.4752,No,8
1346-UFHAX,0.4751,No,8
2672-OJQZP,0.4751,No,8
0415-MOSGF,0.4751,Yes,8
1307-ATKGB,0.475,No,8
7377-DMMRI,0.4748,Yes,8
4971-PUYQO,0.4745,Yes,8
2692-BUCFV,0.4738,No,8
2277-VWCNI,0.4736,No,8
0537-QYZZN,0.4729,No,8
9524-EGPJC,0.4727,Yes,8
2538-OIMXF,0.4726,No,8
1902-XBTFB,0.4721,Yes,8
4398-HSCJH,0.4721,Yes,8
9526-BIHHD,0.4719,Yes,8
8990-ZXLSU,0.4719,No,8
3627-FCRDW,0.4719,Yes,8
5760-FXFVO,0.4719,No,8
9398-MMQTO,0.4718,No,8
3082-VQXNH,0.4714,No,8
9572-WUKSB,0.4711,No,8
5960-MVTUK,0.4711,No,8
8058-DMYRU,0.471,No,8
3669-OYSJI,0.4704,Yes,8
6987-XQSJT,0.4702,Yes,8
8019-ENHXU,0.4697,Yes,8
0927-LCSMG,0.4693,Yes,8
8993-IZEUX,0.4693,No,8
0093-XWZFY,0.4693,Yes,8
6661-HBGWL,0.4691,Yes,8
2831-EBWRN,0.4687,No,8
0315-LVCRK,0.4685,No,8
3838-OZURD,0.4678,Yes,8
8066-POXGX,0.4676,Yes,8
1482-OXZSY,0.4671,No,8
2694-CIUMO,0.467,No,8
0212-ISBBF,0.4669,No,8
7979-CORPM,0.4666,Yes,8
0067-DKWBL,0.4662,Yes,8
4998-IKFSE,0.466,No,8
4678-DVQEO,0.4658,Yes,8
9637-EIHEQ,0.4658,Yes,8
8486-AYEQH,0.4657,No,8
7048-GXDAY,0.4656,No,8
2189-WWOEW,0.4653,Yes,8
4547-LYTDD,0.4652,Yes,8
7020-OZKXZ,0.4652,No,8
5666-CYCYZ,0.4651,No,8
3415-TAILE,0.4648,Yes,8
3753-TSEMP,0.4648,Yes,8
0139-IVFJG,0.4647,No,8
7562-GSUHK,0.4646,Yes,8
0177-PXBAT,0.4645,No,8
7587-RZNME,0.4644,Yes,8
2519-FAKOD,0.4644,Yes,8
5916-QEWPT,0.4643,No,8
8327-LZKAS,0.464,Yes,8
5108-ADXWO,0.4637,Yes,8
3197-ARFOY,0.4636,No,8
7508-SMHXL,0.4635,No,8
2739-CACDQ,0.4632,No,8
6413-XKKPU,0.4632,Yes,8
3003-CMDUU,0.4627,No,8
5331-RGMTT,0.4621,No,8
1794-HBQTJ,0.462,Yes,8
6719-OXYBR,0.4616,No,8
5461-QKNTN,0.4615,No,8
8601-QACRS,0.4614,Yes,8
2833-SLKDQ,0.4611,Yes,8
0570-BFQHT,0.4611,No,8
3500-RMZLT,0.4607,Yes,8
3002-WQZWT,0.4605,No,8
3352-ALMCK,0.4603,No,8
1095-JUDTC,0.4603,Yes,8
5981-ITEMU,0.4602,Yes,8
5606-AMZBO,0.46,No,8
3312-UUMZW,0.4599,No,8
4612-SSVHJ,0.4598,No,8
7675-OZCZG,0.4598,Yes,8
3995-WFCSM,0.4594,No,8
1343-EHPYB,0.4593,Yes,8
2979-SXESE,0.4592,Yes,8
0221-WMXNQ,0.4591,No,8
9866-QEVEE,0.4588,Yes,8
0032-PGELS,0.4587,Yes,8
2761-XECQW,0.4584,No,8
3866-MDTUB,0.4582,Yes,8
8785-CJSHH,0.4581,No,8
6034-YMTOB,0.4578,No,8
8630-FJLIB,0.457,No,8
4146-SVFUD,0.4567,No,8
6982-SSHFK,0.4567,Yes,8
5858-EAFCZ,0.4567,No,8
5650-VDUDS,0.4566,Yes,8
2824-MYYBN,0.4566,No,8
7852-LECYP,0.4565,No,8
0817-HSUSE,0.4565,No,8
0650-BWOZN,0.4565,No,8
0439-IFYUN,0.4565,No,8
9600-UDOPK,0.4564,Yes,8
4741-WWJQZ,0.4562,No,8
4800-VHZKI,0.456,Yes,8
4897-QSUYC,0.456,Yes,8
5099-BAILX,0.4559,Yes,8
0374-AACSZ,0.4559,No,8
8654-DHAOW,0.4551,No,8
8565-CLBZW,0.455,Yes,8
1000-AJSLD,0.4548,Yes,8
2369-FEVNO,0.4548,No,8
1240-KNSEZ,0.4548,Yes,8
9835-ZIITK,0.4548,Yes,8
4661-NJEUX,0.4548,No,8
7734-DBOAI,0.4547,Yes,8
3932-IJWDZ,0.4544,No,8
9448-REEVD,0.4543,Yes,8
8468-EHYJA,0.4541,No,8
0280-XJGEX,0.4537,Yes,8
0778-NELLA,0.4536,Yes,8
1384-RCUXW,0.4535,No,8
1895-QTKDO,0.4533,No,8
8623-TMRBY,0.453,Yes,8
3312-ZWLGF,0.4528,No,8
0654-HMSHN,0.452,Yes,8
2311-QYMUQ,0.4519,Yes,8
3088-LHEFH,0.4517,No,8
0947-MUGVO,0.4507,Yes,8
9492-TOKRI,0.4504,Yes,8
7851-FLGGQ,0.4503,Yes,8
4581-LNWUM,0.4502,No,8
5144-TVGLP,0.4501,No,8
6243-OZGFH,0.45,No,8
3703-KBKZP,0.45,No,8
3085-QUOZK,0.4494,Yes,8
8535-SFUTN,0.4494,No,8
8903-WMRNW,0.4494,No,8
1728-BQDMA,0.4493,No,8
9450-TRJUU,0.4493,No,8
2452-KDRRH,0.4489,No,8
6537-QLGEX,0.4485,No,8
8020-BWHYL,0.4481,Yes,8
9779-DPNEJ,0.448,No,8
7159-FVYPK,0.4478,No,8
2360-RDGRO,0.4478,No,8
7181-OQCUT,0.4472,No,8
1501-SGHBW,0.4465,Yes,8
1236-WFCDV,0.4464,Yes,8
7296-PIXQY,0.4464,No,8
5651-YLPRD,0.4464,No,8
5153-RTHKF,0.4462,No,8
3748-FVMZZ,0.4453,No,8
2187-LZGPL,0.445,Yes,8
1754-GKYPY,0.4448,No,8
3524-WQDSG,0.4447,No,8
8189-XRIKE,0.4445,No,8
1608-GMEWB,0.4445,No,8
5999-LCXAO,0.4444,No,8
7470-MCQTK,0.4443,Yes,8
1928-BXYIV,0.4442,No,8
0533-BNWKF,0.4441,Yes,8
8584-KMVXD,0.4439,No,8
7821-DPRQE,0.4438,No,8
6362-QHAFM,0.4437,No,8
3714-NTNFO,0.4433,No,8
6900-PXRMS,0.4432,Yes,8
3196-NVXLZ,0.4431,No,8
6905-NIQIN,0.4431,Yes,8
3853-LYGAM,0.4426,No,8
7924-GJZFI,0.4425,No,8
0786-VSSUD,0.4422,Yes,8
9529-OFXHY,0.442,No,8
6715-OFDBP,0.4415,Yes,8
1730-ZMAME,0.4412,No,8
9714-EDSUC,0.4406,No,8
0921-OHLVP,0.4404,No,8
2675-OTVVJ,0.4404,No,8
3755-JBMNH,0.4403,Yes,8
9167-APMXZ,0.44,No,8
1092-GANHU,0.4399,Yes,8
4248-QPAVC,0.4399,Yes,8
9940-HPQPG,0.4398,Yes,8
0322-YINQP,0.4398,Yes,8
9699-UBQFS,0.4396,No,8
7839-QRKXN,0.439,Yes,8
9505-SQFSW,0.439,No,8
7892-QVYKW,0.4389,No,8
5804-HYIEZ,0.4387,No,8
3771-PZOBW,0.4387,No,8
7562-UXTPG,0.4386,No,8
8378-LKJAF,0.4383,No,8
5649-RXQTV,0.4376,No,8
6557-BZXLQ,0.4375,No,8
5998-VVEJY,0.4371,Yes,8
8914-RBTSB,0.437,Yes,8
2507-QZPQS,0.4369,No,8
2070-FNEXE,0.4369,Yes,8
6022-UGGSO,0.4364,Yes,8
0468-YRPXN,0.4361,No,8
9355-NPPFS,0.436,No,8
0637-UBJRP,0.436,Yes,8
2718-GAXQD,0.4359,Yes,8
2874-YXVVA,0.4359,No,8
0082-OQIQY,0.4358,No,8
7404-JLKQG,0.4356,No,8
6637-KYRCV,0.4354,No,8
3398-ZOUAA,0.4352,Yes,8
4658-HCOHW,0.4351,Yes,8
2971-SGAFL,0.4351,No,8
8566-YPRGL,0.435,No,8
8824-RWFXJ,0.435,Yes,8
4588-YBNIB,0.435,Yes,8
1622-HSHSF,0.435,No,8
7895-VONWT,0.4349,No,8
4013-TLDHQ,0.4348,Yes,8
2683-BPJSO,0.4342,Yes,8
7989-CHGTL,0.4339,Yes,8
2465-BLLEU,0.4339,No,8
5906-BFOZT,0.4339,No,8
1965-DDBWU,0.4335,Yes,8
4257-GAESD,0.4335,No,8
9904-EHEVJ,0.4329,No,8
4238-JSSWH,0.4328,No,8
1536-HBSWP,0.4325,No,8
0265-PSUAE,0.4323,No,8
0581-MDMPW,0.4318,No,8
6888-SBYAI,0.4318,No,8
7794-JASDG,0.4318,No,8
7813-ZGGAW,0.4315,No,8
5439-WIKXB,0.4314,No,8
1670-SVOWZ,0.4313,Yes,8
0430-IHCDJ,0.4311,No,8
2372-HWUHI,0.4311,Yes,8
7881-INRLC,0.4307,Yes,8
9667-EQRXU,0.4302,Yes,8
2632-UCGVD,0.4298,Yes,8
0402-CQAJN,0.4296,Yes,8
2606-RMDHZ,0.4293,Yes,8
3571-RFHAR,0.4288,Yes,8
6304-IJFSQ,0.4287,Yes,8
4220-TINQT,0.4287,No,8
3370-GQEAL,0.4286,No,8
3545-CNWRG,0.4284,No,8
8614-VGMMV,0.4281,Yes,8
6817-WTYHE,0.4279,No,8
7641-EUYET,0.4275,Yes,8
9518-XXBXE,0.4273,No,8
8805-JNRAZ,0.4272,No,8
6017-PPLPX,0.4272,Yes,8
2811-POVEX,0.427,No,8
3647-GMGDH,0.427,Yes,8
2495-KZNFB,0.4266,No,8
9269-CQOOL,0.4265,Yes,8
9050-QLROH,0.4264,Yes,8
0641-EVBOJ,0.4263,No,8
5482-VXSXJ,0.4262,No,8
7855-DIWPO,0.426,No,8
4704-ERYFC,0.426,Yes,8
8818-XYFCQ,0.426,Yes,8
7978-DKUQH,0.4259,No,8
7503-QQRVF,0.4259,Yes,8
9927-DSWDF,0.4258,No,8
4432-ADRLB,0.4258,Yes,8
5647-FXOTP,0.4258,No,8
3481-JHUZH,0.4257,No,8
0256-LTHVJ,0.4256,Yes,8
5498-TXHLF,0.4256,Yes,8
7268-IGMFD,0.4251,No,8
3791-LGQCY,0.4246,Yes,8
1769-GRUIK,0.4245,No,8
1548-FEHVL,0.4245,No,8
7529-ZDFXI,0.4244,No,8
1142-WACZW,0.4243,Yes,8
8519-QJGJD,0.4242,Yes,8
0475-RIJEP,0.4242,Yes,8
5307-DZCVC,0.4239,Yes,8
3716-UVSPD,0.4237,No,8
1302-UHBDD,0.4237,No,8
7486-KSRVI,0.4235,Yes,8
8490-BXHEO,0.4229,No,8
7682-AZNDK,0.4228,No,8
4828-FAZPK,0.4223,No,8
4989-LIXVT,0.4218,No,8
9574-RKJIF,0.4212,Yes,8
3167-SNQPL,0.4211,No,8
2070-XYMFH,0.4211,No,8
2378-VTKDH,0.421,No,8
5016-IBERQ,0.4206,No,8
7298-IZWLY,0.4205,No,8
9108-EJFJP,0.4203,No,8
5828-AVIPD,0.4193,Yes,8
2523-EWWZL,0.4191,No,8
6180-YBIQI,0.4191,No,8
2108-XWMPY,0.419,Yes,8
1230-QAJDW,0.419,No,8
1101-SSWAG,0.4188,No,8
0682-USIXD,0.4187,No,8
0407-BDJKB,0.4185,Yes,8
2309-OSFEU,0.4183,Yes,8
7129-ACFOG,0.4183,No,8
1580-BMCMR,0.4182,No,8
5356-RHIPP,0.4182,Yes,8
8305-VHZBZ,0.4182,Yes,8
8167-GJLRN,0.4177,No,8
5543-QDCRY,0.4176,No,8
1216-JWVUX,0.4176,No,8
5035-BVCXS,0.4172,No,8
3956-MGXOG,0.4171,No,8
3677-TNKIO,0.4171,Yes,8
5502-RLUYV,0.417,Yes,8
7774-OJSXI,0.4168,Yes,8
4116-TZAQJ,0.4167,Yes,8
9412-GHEEC,0.4166,Yes,8
2227-JRSJX,0.4166,No,8
3737-XBQDD,0.4165,No,8
6458-CYIDZ,0.4165,No,8
6284-AHOOQ,0.4162,Yes,8
5536-RTPWK,0.4158,Yes,8
7339-POGZN,0.4154,No,8
9278-VZKCD,0.4152,No,8
9898-KZQDZ,0.4148,Yes,8
6834-NXDCA,0.4147,Yes,8
5373-SFODM,0.4145,Yes,8
8384-FZBJK,0.4143,No,8
0111-KLBQG,0.4142,No,8
8160-HOWOX,0.414,No,8
8059-UDZFY,0.4137,No,8
6331-LWDTQ,0.4134,Yes,8
1035-IPQPU,0.4133,No,8
0611-DFXKO,0.4132,Yes,8
1310-QRITU,0.4132,No,8
5433-KYGHE,0.4131,No,8
0975-VOOVL,0.4131,No,8
8073-IJDCM,0.4131,Yes,8
2876-VBBBL,0.4131,Yes,8
0670-KDOMA,0.4131,No,8
4634-JLRJT,0.4131,No,8
4566-GOLUK,0.413,Yes,8
2322-VCZHZ,0.4123,No,8
3665-JATSN,0.4121,No,8
0141-YEAYS,0.4121,No,8
0771-WLCLA,0.4119,No,8
1984-FCOWB,0.4117,Yes,8
1391-UBDAR,0.4115,No,8
6994-KERXL,0.4114,No,8
2884-GBPFB,0.4114,Yes,8
5055-MGMGF,0.4114,No,8
0093-EXYQL,0.4113,No,8
5813-UECBU,0.4108,Yes,8
0979-PHULV,0.4103,Yes,8
9552-TGUZV,0.4098,No,8
1541-ETJZO,0.4098,Yes,8
1452-KIOVK,0.4097,No,8
9462-MJUAW,0.4094,Yes,8
6923-EFPNL,0.4094,Yes,8
5948-UJZLF,0.4092,No,8
4013-UBXWQ,0.4088,Yes,8
5453-AXEPF,0.4085,No,8
2049-BAFNW,0.4084,No,8
7853-GVUDZ,0.4081,Yes,8
2501-XWWTZ,0.4081,No,8
3757-NJYBX,0.4081,Yes,8
9365-SRSZE,0.4081,No,8
4652-NNHNY,0.4078,Yes,8
5215-LNLDJ,0.4076,No,8
7011-CVEUC,0.4074,No,8
7967-HYCDE,0.4074,No,8
1791-PQHBB,0.4071,No,8
7853-WNZSY,0.407,No,8
2955-PSXOE,0.4069,Yes,8
0311-UNPFF,0.4068,Yes,8
3445-HXXGF,0.4066,Yes,8
7501-VTYLJ,0.4065,No,8
7901-HXJVA,0.4063,No,8
8229-TNIQA,0.4063,Yes,8
5175-AOBHI,0.4063,Yes,8
4840-ORQXB,0.406,No,8
3932-CMDTD,0.4059,Yes,8
4329-YPDDQ,0.4059,No,8
2696-NARTR,0.4057,Yes,8
5485-WUYWF,0.4057,Yes,8
2657-ALMWY,0.4056,Yes,8
4881-JVQOD,0.4056,No,8
2277-DJJDL,0.4053,No,8
2347-WKKAE,0.4053,No,8
7312-XSBAT,0.4048,No,8
1845-CSBRZ,0.4047,No,8
5141-ZUVBH,0.4047,No,8
0531-ZZJWQ,0.4046,No,8
4625-EWPTF,0.4045,Yes,8
6080-TCMYC,0.4043,No,8
8849-AYPTR,0.4043,No,8
4583-PARNH,0.4041,No,8
6078-VESFR,0.4036,No,8
0319-QZTCO,0.4033,No,8
5533-NHFRF,0.4033,No,8
2037-SGXHH,0.4032,Yes,8
7483-IQWIB,0.4032,No,8
7718-RXDGG,0.403,No,8
4088-YLDSU,0.4027,Yes,8
3685-YLCMQ,0.4027,Yes,8
1833-TCXKK,0.402,No,8
7291-CDTMJ,0.4019,No,8
6988-CJEYV,0.4018,No,8
0541-FITGH,0.4016,No,8
9667-TKTVZ,0.4016,No,8
3323-CPBWR,0.4015,No,8
8718-PTMEZ,0.4006,Yes,8
2883-ILGWO,0.4004,No,8
5895-QSXOD,0.4004,No,8
3096-IZETN,0.4001,Yes,8
6845-RGTYS,0.4,Yes,8
3804-RVTGV,0.3999,Yes,8
7064-FRRSW,0.3997,No,8
2719-BDAQO,0.3997,Yes,8
2640-PMGFL,0.3993,Yes,8
7410-OIEDU,0.3986,No,8
9821-BESNZ,0.3986,No,8
3763-GCZHZ,0.3986,Yes,8
7993-PYKOF,0.3986,Yes,8
5356-CSVSQ,0.3984,No,8
2826-DXLQO,0.3984,No,8
8685-WHQPW,0.398,Yes,8
6591-QGOYB,0.3979,No,8
5982-FPVQN,0.3971,No,8
6339-DKLMK,0.3969,No,8
8543-MSDMF,0.3967,No,8
9722-UJOJR,0.3966,Yes,8
0089-IIQKO,0.3964,No,8
2712-SYWAY,0.3964,No,8
9281-OFDMF,0.3963,No,8
5294-DMSFH,0.3956,No,8
3466-RITXD,0.3946,No,8
0585-EGDDA,0.3943,No,8
3348-CFRNX,0.3943,Yes,8
1725-MIMXW,0.3941,Yes,8
0634-SZPQA,0.394,Yes,8
2014-MKGMH,0.3935,No,8
6481-ESCNL,0.3933,No,8
1894-IGFSG,0.3932,Yes,8
2081-KJSQF,0.3927,No,8
0374-IOEGQ,0.3927,No,8
2043-WVTQJ,0.3924,No,8
9272-LSVYH,0.3924,No,8
0504-HHAPI,0.3923,Yes,8
9261-WDCAF,0.3923,No,8
7853-OETYL,0.3922,No,8
6847-KJLTS,0.3921,No,8
4430-UZIPO,0.3919,Yes,8
4667-OHGKG,0.3916,Yes,8
3071-VBYPO,0.3914,No,8
0100-DUVFC,0.3912,No,8
8563-OYMQY,0.3912,No,8
6771-XWBDM,0.391,Yes,8
5572-ZDXHY,0.3908,Yes,8
1587-FKLZB,0.3906,Yes,8
8806-EAGWC,0.3905,Yes,8
5118-MUEYH,0.3904,No,8
1816-FLZDK,0.3902,No,8
7351-KYHQH,0.3898,No,8
8123-QBNAZ,0.3897,No,8
1785-BPHTP,0.3894,No,8
5626-MGTUK,0.3893,No,8
6199-IWKGC,0.389,No,8
2672-TGEFF,0.3889,No,8
1194-HVAIF,0.3888,No,8
4718-DHSMV,0.3885,No,8
0869-PAPRP,0.3882,No,8
3569-EDBPQ,0.3879,No,8
5404-GGUKR,0.3878,No,8
4760-THGOT,0.3874,No,8
3351-NGXYI,0.3872,No,8
0428-IKYCP,0.3872,No,8
6172-FECYY,0.3871,Yes,8
8450-JOVAH,0.3867,Yes,8
5222-IMUKT,0.3866,No,8
1493-AMTIE,0.3866,Yes,8
2433-KMEAS,0.3864,Yes,8
3208-YPIOE,0.3862,Yes,8
4061-UKJWL,0.3859,No,8
0708-LGSMF,0.3857,No,8
6179-GJPSO,0.3855,Yes,8
7126-RBHSD,0.3854,No,8
5493-SDRDQ,0.3851,Yes,8
6394-MFYNG,0.3843,Yes,8
8757-TFHHJ,0.3841,No,8
9971-ZWPBF,0.3837,No,8
5175-WLYXL,0.3836,No,8
6522-YRBXD,0.3836,No,8
8544-GOQSH,0.3836,No,8
3806-DXQOM,0.3832,Yes,8
4781-ZXYGU,0.383,No,8
7481-ATQQS,0.3826,Yes,8
2040-VZIKE,0.3826,No,8
7517-SAWMO,0.3821,Yes,8
5207-PLSTK,0.3819,No,8
0701-RFGFI,0.3818,No,8
9944-AEXBM,0.3817,No,8
7814-LEEVE,0.3817,No,8
9681-KYGYB,0.3815,No,8
1216-BGTSP,0.3814,No,8
6692-YQHXC,0.3813,No,8
5973-EJGDP,0.3813,No,8
1842-EZJMK,0.3812,Yes,8
9629-NHXFW,0.3812,No,8
7176-WIONM,0.3807,No,8
0096-BXERS,0.3804,No,8
0486-HECZI,0.3802,Yes,8
6402-EJMWF,0.3801,No,8
4680-KUTAJ,0.3801,No,8
0748-RDGGM,0.38,Yes,8
6543-CPZMK,0.38,Yes,8
6656-JWRQX,0.3796,No,8
8660-BUETV,0.3796,No,8
4471-KXAUH,0.3795,Yes,8
4098-NAUKP,0.3793,No,8
2615-YVMYX,0.3793,No,8
3005-TYFRD,0.3788,No,8
7580-UGXNC,0.3786,Yes,8
2208-UGTGR,0.3785,No,8
2955-BJZHG,0.3784,Yes,8
2823-LKABH,0.3783,No,8
0577-WHMEV,0.3782,No,8
1582-RAFML,0.3778,Yes,8
9537-VHDTA,0.3778,No,8
6416-YJTTB,0.3777,No,8
9822-WMWVG,0.3777,No,8
4503-BDXBD,0.3776,Yes,8
4558-FANTW,0.3774,Yes,8
2122-YWVYA,0.3771,No,8
1323-OOEPC,0.377,Yes,8
4476-OSWTN,0.377,No,8
0666-UXTJO,0.3769,No,7
8885-QSQBX,0.3769,No,7
6240-EURKS,0.3768,Yes,7
2921-XWDJH,0.3768,No,7
2720-FVBQP,0.3768,No,7
6599-SFQVE,0.3767,No,7
1597-FZREH,0.3767,Yes,7
2856-NNASM,0.3766,Yes,7
5590-YRFJT,0.3763,Yes,7
4918-QLLIW,0.3757,Yes,7
6704-UTUKK,0.3755,No,7
4282-ACRXS,0.3755,No,7
2141-RRYGO,0.3754,Yes,7
9526-JAWYF,0.3752,Yes,7
0621-TWIEM,0.3752,Yes,7
3132-TVFDZ,0.3752,Yes,7
3987-KQDDU,0.3752,No,7
5609-IMCGG,0.3751,No,7
3969-GYXEL,0.3751,No,7
2960-NKRSO,0.3747,No,7
2373-NTKOD,0.3743,No,7
2573-GYRUU,0.3741,No,7
5371-VYLSX,0.3741,No,7
1767-TGTKO,0.374,No,7
6121-VZNQB,0.3739,Yes,7
0867-MKZVY,0.3734,Yes,7
0899-WZRSD,0.3733,No,7
4343-EJVQB,0.3732,No,7
4554-YGZIH,0.3731,Yes,7
8631-WUXGY,0.373,No,7
9318-NKNFC,0.3728,Yes,7
4523-WXCEF,0.3728,Yes,7
6646-JPPHA,0.3727,No,7
9576-SYUHJ,0.3726,No,7
4860-IJUDE,0.3724,No,7
0564-MUUQK,0.3724,No,7
4879-GZLFH,0.3719,No,7
5143-EGQFK,0.3719,Yes,7
0348-SDKOL,0.3717,Yes,7
2027-WKXMW,0.3714,No,7
7963-GQRMY,0.3713,Yes,7
9112-WSNPU,0.3713,No,7
3162-KKZXO,0.3712,No,7
0727-BMPLR,0.3712,Yes,7
4983-CLMLV,0.3711,No,7
1818-ESQMW,0.3711,No,7
3540-RZJYU,0.371,Yes,7
5816-SCGFC,0.3709,No,7
6745-JEFZB,0.3708,No,7
8988-ECPJR,0.3705,Yes,7
5419-KLXBN,0.3705,Yes,7
9158-VCTQB,0.3703,Yes,7
5712-AHQNN,0.3703,No,7
6173-GOLSU,0.3702,No,7
6259-WJQLC,0.3699,No,7
9572-MTILT,0.3697,Yes,7
2587-EKXTS,0.3696,No,7
9710-ZUSHQ,0.3696,Yes,7
7975-TZMLR,0.3696,No,7
4143-HHPMK,0.3695,Yes,7
7739-LAXOG,0.3695,Yes,7
6877-LGWXO,0.3694,Yes,7
7000-WCEVQ,0.3691,Yes,7
1271-SJBGZ,0.369,Yes,7
7658-UYUQS,0.3687,No,7
1689-MRZQR,0.3686,Yes,7
3161-GETRM,0.3685,No,7
0310-MVLET,0.3684,Yes,7
8749-JMNKX,0.3684,Yes,7
9369-XFEHK,0.368,Yes,7
9360-AHGNL,0.368,Yes,7
6439-GTPCA,0.368,Yes,7
5119-KEPFY,0.3679,No,7
4526-ZJJTM,0.3678,No,7
0823-HSCDJ,0.3675,Yes,7
